rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
1414,2,8.4,8.52,0.68,54.5
1771,6,24.4,7.78,0.61,28.4
679,3,5.9,7.19,0.67,60.9
2821,1,10.6,8.07,0.6,42.5
2579,6,10.1,8.89,0.57,20.6
2256,2,3.1,8.57,0.86,53.9
2084,3,5.1,5.6,0.58,43.4
2886,2,11.5,7.64,0.58,41.3
1236,2,2.9,6.87,0.88,74.4
1160,1,2.8,8.98,0.82,64.9
2543,5,18.4,9.64,0.35,0.9
2496,6,16.5,8.94,0.5,13.6
964,6,20.5,10.62,0.69,20.4
1428,4,11.0,6.65,0.85,65.3
2982,3,12.7,7.72,0.49,24.1
2088,2,10.3,8.44,0.58,34.4
2351,3,10.6,8.91,0.57,35.7
988,0,11.0,5.26,0.57,74.7
2259,2,4.4,9.05,0.91,47.8
806,0,5.4,6.21,0.63,80.5
500,4,20.2,10.89,0.47,30.5
2308,0,4.9,7.46,0.93,72.4
2804,3,20.7,9.24,0.64,20.7
1622,4,11.9,10.35,0.51,21.0
1417,1,14.4,7.25,0.76,68.6
2997,7,14.8,10.23,0.58,1.2
1663,6,7.6,7.7,0.29,27.4
1753,1,12.8,7.8,0.64,50.4
2985,4,11.6,10.54,0.68,20.3
1552,4,20.8,6.91,0.62,38.4
1342,1,12.3,6.89,0.73,66.0
2370,4,10.7,7.63,0.71,37.2
1301,2,14.7,8.7,0.71,52.7
1698,2,2.2,8.39,0.58,46.4
876,3,12.4,8.3,0.75,59.1
1929,3,16.4,6.09,0.86,46.0
1847,2,8.2,5.94,0.8,61.7
2477,3,9.1,7.22,0.81,49.8
2400,4,3.5,7.23,0.5,39.5
2186,4,20.0,8.44,0.59,27.6
2075,7,16.5,10.7,0.52,1.6
1748,1,11.0,7.63,0.65,60.5
2226,4,15.6,7.75,0.9,38.9
1021,2,12.9,6.75,0.59,61.2
500,1,12.6,7.55,0.64,61.8
2613,6,20.7,9.96,0.51,2.7
2271,3,14.2,8.28,0.82,47.3
1711,3,6.3,8.84,0.66,38.1
2552,4,8.8,7.42,0.5,34.7
1287,1,6.7,8.35,0.7,57.5
1306,0,4.3,6.75,0.73,72.9
1209,3,15.1,8.49,0.43,30.6
2197,4,11.0,7.22,0.65,38.2
691,4,16.5,9.08,0.67,52.6
1263,1,4.9,7.22,0.49,64.3
2002,2,18.9,7.43,0.71,51.9
957,5,10.7,7.97,0.75,54.5
1337,3,9.9,6.83,0.55,62.7
500,2,16.3,5.8,0.74,70.7
2224,7,17.4,8.69,0.77,18.4
1318,5,12.2,6.93,0.85,42.8
1030,2,10.0,6.72,0.79,67.1
893,6,15.9,9.22,0.8,35.8
1507,2,8.0,7.65,0.84,59.2
693,4,8.9,8.83,0.4,48.8
3159,1,10.1,5.9,0.73,41.3
500,3,3.0,8.04,0.69,54.2
1484,1,0.0,8.13,0.81,72.6
1874,4,7.7,8.82,0.43,21.1
1257,4,15.3,9.57,0.67,33.2
1948,3,11.0,6.84,0.43,44.9
1240,1,18.9,7.82,0.82,55.7
2871,6,23.8,11.98,0.38,0.0
1016,0,3.2,8.19,0.53,63.5
500,2,3.6,7.31,0.56,70.5
891,2,4.4,6.87,0.55,61.4
2070,1,15.7,7.6,0.54,46.2
1717,1,17.1,7.33,0.78,62.3
2326,1,14.7,7.74,0.78,61.8
2151,5,14.3,9.56,0.56,14.5
1354,2,9.6,7.49,0.65,63.6
1457,1,9.3,6.67,0.47,54.6
1530,0,7.7,6.73,0.76,75.7
3119,6,12.4,9.22,0.62,17.5
2283,5,16.1,10.25,0.63,23.0
3124,2,5.2,7.3,0.63,43.4
2388,3,13.1,7.03,0.85,50.1
1755,3,11.4,6.84,0.58,41.9
1086,4,18.5,9.28,0.62,33.4
1941,1,14.3,6.1,0.76,60.2
1757,1,5.5,7.18,0.6,64.3
1734,2,7.5,8.9,0.74,57.8
1653,5,19.9,9.31,0.46,21.7
500,7,17.8,10.97,0.61,21.3
2682,2,14.1,8.19,0.65,39.8
1764,1,8.2,4.8,0.29,61.6
810,4,4.6,7.32,0.77,66.5
2137,4,17.0,9.72,0.57,16.0
1200,2,9.9,8.82,0.85,52.1
2193,3,16.4,8.72,0.67,33.4
2417,5,15.6,9.91,1.0,33.2
2513,7,24.4,12.54,0.36,0.0
1687,1,17.1,8.24,0.86,56.4
1510,4,7.8,6.02,0.71,57.3
1362,1,5.7,5.25,0.58,68.6
1294,2,12.3,7.48,0.53,47.5
1787,2,12.6,8.01,0.87,65.1
1653,1,3.1,9.38,0.5,53.4
1222,4,16.5,10.13,0.73,38.1
999,1,12.8,6.23,0.88,69.5
1723,6,11.8,9.53,0.68,21.6
1496,1,17.4,7.26,0.49,55.7
1001,2,6.1,9.89,0.58,48.3
2381,2,16.5,6.52,0.53,41.5
3040,3,7.6,8.81,0.81,29.2
2473,2,17.9,7.52,0.79,43.9
1295,2,0.0,6.01,0.58,68.3
1764,1,15.4,9.02,0.58,45.4
2878,3,20.2,7.53,0.85,41.2
978,3,15.0,7.22,0.71,55.1
2347,5,8.4,9.54,0.83,37.0
786,0,9.5,7.77,0.67,70.3
2978,4,6.7,10.43,0.56,16.6
1498,2,10.8,9.41,0.66,50.5
3360,1,9.6,8.87,0.83,39.9
3009,3,14.1,7.83,0.81,31.4
1725,2,9.0,9.05,0.77,53.1
1296,3,3.8,7.45,0.68,59.3
1936,2,12.3,10.55,0.76,44.5
1673,3,8.9,9.0,0.67,38.0
1518,5,6.3,9.08,0.56,33.5
639,2,10.1,7.14,1.0,76.5
1439,2,14.2,6.48,0.9,73.5
1022,2,13.1,7.11,0.79,67.2
2186,5,12.6,10.84,0.58,15.5
2493,3,12.3,8.54,0.48,27.5
2318,3,16.3,8.38,0.66,31.9
2039,1,1.5,6.1,0.55,66.7
1202,0,10.0,7.6,0.84,76.1
1943,3,7.4,9.06,0.72,46.2
2354,1,9.8,7.35,0.82,65.0
1389,4,23.3,10.44,0.72,34.7
1883,4,22.0,9.46,0.46,15.9
1698,2,9.6,4.82,0.75,74.8
2963,1,14.2,9.91,0.85,40.7
2396,2,5.0,8.8,0.75,47.8
2226,3,13.4,7.13,0.64,41.4
598,0,6.1,5.15,0.61,84.9
1920,4,16.1,10.81,0.43,25.3
1691,4,8.1,6.17,0.43,45.2
1685,3,12.5,8.43,0.88,52.9
705,4,17.5,7.56,0.5,48.8
1038,4,3.2,9.49,0.76,55.3
1752,3,19.5,6.05,0.71,57.3
2580,2,8.1,7.95,0.54,44.1
1386,3,2.5,8.2,0.57,48.6
1520,2,13.4,6.94,0.52,56.7
3046,6,9.5,9.26,0.61,21.8
1592,2,3.0,9.58,0.64,41.7
1709,1,2.3,7.18,0.71,64.1
1719,3,12.9,9.52,0.47,25.3
858,2,10.7,6.48,1.0,79.1
2200,5,14.7,10.23,0.41,0.0
1342,3,10.5,7.96,0.68,52.3
1778,6,12.1,10.34,0.44,6.7
2111,3,14.9,6.48,0.79,56.4
3159,3,12.6,7.19,0.78,36.2
877,2,1.2,6.73,0.81,76.0
2405,2,8.2,8.94,0.56,34.0
2408,5,6.4,9.02,0.57,28.1
1353,1,11.4,6.44,0.67,67.0
2219,1,12.3,7.4,0.71,63.2
2950,4,4.8,9.58,0.6,26.0
1264,3,9.1,7.22,0.43,45.1
1969,1,6.3,8.94,0.71,54.9
2083,3,12.2,5.97,0.62,49.1
2173,1,16.0,7.56,0.7,56.8
2338,1,6.5,7.63,0.54,44.6
1916,5,21.3,8.44,0.3,17.8
2159,3,11.1,7.69,0.57,39.9
1161,0,3.0,7.18,0.52,67.5
1914,1,8.3,5.45,0.57,69.4
1466,1,13.2,6.86,0.79,68.0
939,2,3.4,6.9,0.78,75.1
1443,4,15.8,9.18,0.52,32.1
1988,3,6.5,8.09,0.64,42.4
2105,2,15.2,7.93,0.38,39.7
912,1,12.1,5.13,0.72,80.8
1143,5,11.1,7.47,0.68,54.1
2307,7,19.4,11.47,0.33,0.0
2155,2,14.3,8.63,0.41,39.2
2420,3,10.3,7.54,0.92,57.6
2757,2,7.6,9.65,0.77,43.6
2176,2,11.3,9.08,0.88,45.7
1509,5,9.9,7.7,0.79,46.9
1880,4,15.9,8.54,0.55,33.1
2961,2,15.0,6.72,0.4,35.0
3735,5,14.4,9.48,0.37,0.3
2124,3,8.4,9.7,0.88,47.0
2174,4,13.6,9.57,0.56,29.6
2307,3,5.2,7.25,0.75,54.7
1816,4,13.4,9.93,0.57,33.1
2614,1,16.6,8.02,0.93,51.7
2505,0,10.1,7.92,0.75,57.6
2048,3,5.4,7.23,0.36,41.1
1577,3,15.0,6.2,0.34,48.6
735,1,4.5,5.27,0.65,75.8
2312,5,10.7,6.97,0.44,28.4
1949,3,7.5,9.21,0.45,34.7
1283,1,6.7,8.71,0.76,53.0
1009,4,10.7,8.59,0.48,47.8
2263,1,5.6,6.85,0.56,56.2
679,2,7.9,8.36,0.86,77.8
2009,3,14.2,8.61,0.71,41.3
2390,7,17.4,9.61,0.46,0.0
2184,1,8.3,7.67,0.73,53.3
1526,3,11.5,7.24,0.7,53.7
925,0,17.7,7.64,0.68,71.6
2210,1,4.5,4.73,0.64,66.2
2640,1,10.0,7.76,1.0,63.4
1399,0,5.9,7.2,0.72,81.1
2154,7,14.2,10.35,0.73,8.5
2907,4,6.7,9.0,0.58,29.0
2037,2,7.7,4.99,0.71,67.0
1522,2,11.3,6.17,0.6,67.9
2528,1,5.0,8.6,0.69,48.5
1283,1,0.7,5.18,0.76,82.5
891,4,15.9,10.49,0.96,47.7
2368,7,10.6,10.18,0.67,9.4
1515,0,17.5,8.72,0.89,63.7
1578,2,16.0,6.79,0.48,51.1
1361,2,14.8,5.78,0.61,65.6
1469,3,12.4,7.83,0.46,37.7
2782,5,12.7,8.43,0.81,29.2
2963,6,20.2,11.37,0.47,0.0
3056,2,13.3,9.88,0.67,24.9
2563,3,10.4,11.2,0.6,14.8
2126,0,0.6,8.5,0.48,51.7
797,3,8.9,7.15,0.72,59.1
1668,2,18.3,9.35,0.77,49.2
3309,3,20.2,10.11,0.46,10.4
1495,4,13.3,8.79,0.78,42.8
2859,0,5.7,5.2,0.88,74.9
1838,3,10.8,7.98,0.59,50.6
500,2,12.1,8.36,0.57,63.0
2248,4,10.8,7.11,0.63,36.8
2686,3,6.3,8.75,0.62,44.9
1765,6,15.7,8.31,0.69,36.9
2663,3,10.4,9.41,0.44,23.5
632,1,12.7,5.82,0.56,68.3
830,0,1.7,6.17,0.92,100.0
1943,5,15.2,10.89,0.76,17.7
2133,1,15.4,8.28,0.71,52.2
2749,3,8.7,10.19,0.51,28.5
2247,1,5.5,6.45,0.52,55.7
964,3,11.4,9.19,0.64,43.8
1949,3,11.2,6.73,0.51,46.2
2220,3,11.5,9.82,0.63,38.5
500,2,8.5,8.43,0.67,58.8
1769,1,7.1,6.45,0.82,72.0
1565,3,18.2,8.73,0.6,42.6
1341,1,4.0,4.62,0.91,90.0
2149,2,14.2,7.99,0.68,47.2
995,5,19.0,10.2,0.79,33.1
2091,6,10.9,9.31,0.75,31.4
2191,5,10.0,10.38,0.56,15.3
2558,4,12.4,9.53,0.63,34.6
1013,1,9.7,6.87,0.67,74.6
746,4,9.4,6.78,0.71,59.6
1995,5,11.5,9.5,0.65,26.2
1599,2,7.2,6.49,0.69,59.3
3831,6,16.8,8.48,0.56,0.0
2120,4,15.8,8.1,0.63,34.1
1840,1,9.0,9.21,0.9,58.1
1679,4,9.4,7.59,0.75,49.9
947,6,16.8,8.84,0.76,39.9
2194,3,20.0,10.75,0.61,25.1
1744,1,6.5,7.51,0.61,70.0
1745,1,8.1,9.3,0.56,57.3
1866,2,7.8,7.23,0.66,61.8
1954,4,18.2,10.12,0.65,25.2
582,2,10.2,6.79,0.72,66.6
2385,4,2.7,9.12,0.58,33.6
1207,3,8.4,9.4,0.62,41.4
1703,3,8.9,7.57,0.6,53.5
2700,3,13.2,7.19,0.91,53.0
3045,1,9.4,9.16,0.76,41.8
609,2,6.2,6.34,0.52,70.4
1821,5,13.4,8.93,0.34,26.3
1991,5,13.2,9.14,0.5,26.1
744,2,13.6,6.91,0.73,68.9
2361,7,17.2,7.96,0.46,20.8
1881,0,3.6,8.29,0.64,59.5
1935,4,6.4,7.92,0.6,42.5
1157,2,9.6,7.62,0.79,67.3
2089,3,4.1,8.9,0.81,59.3
2386,3,14.2,8.06,0.66,41.2
1889,2,12.9,6.13,0.85,70.5
1440,5,21.8,9.18,0.51,37.2
1494,5,16.4,8.37,0.63,40.4
1954,3,12.1,6.13,0.6,59.8
1834,1,5.4,8.36,0.7,50.5
2433,3,8.8,6.62,0.57,43.5
1463,6,14.9,8.75,0.59,30.2
947,2,6.5,7.63,0.85,78.2
2051,2,0.3,4.88,0.56,65.6
1465,1,12.9,6.0,0.75,69.1
2348,1,7.3,5.86,0.6,65.7
1805,8,17.1,11.4,0.43,4.3
2258,0,8.1,7.92,1.0,63.8
1089,5,20.5,10.23,0.6,28.2
1900,1,0.0,6.18,0.81,74.2
1310,2,7.6,7.27,0.62,53.5
945,1,12.6,8.17,0.67,66.6
1197,1,12.6,6.44,0.45,68.9
1418,1,4.3,8.5,0.69,63.0
2671,2,13.1,7.56,0.85,51.4
1400,3,2.9,8.8,0.67,58.7
909,3,15.5,9.52,0.59,35.9
1892,4,9.9,9.74,0.76,36.1
1820,6,22.6,10.92,0.39,2.3
1455,3,16.6,9.65,0.81,50.7
1687,2,14.8,8.38,0.53,47.9
2483,3,15.4,7.21,0.52,34.0
2269,2,4.9,6.72,0.7,58.8
2208,1,8.3,6.55,0.83,60.8
971,4,15.4,8.0,0.54,38.1
3820,5,10.9,9.04,0.75,12.0
2535,5,13.2,10.89,1.0,24.9
2161,2,0.0,5.24,0.73,67.7
984,5,13.6,7.71,0.49,34.3
2463,5,10.0,7.57,0.77,37.8
1449,3,10.2,6.17,0.76,71.0
1664,3,17.5,8.71,0.85,42.6
623,2,18.0,6.09,0.64,72.2
930,1,0.0,6.52,1.0,88.0
2106,2,4.9,8.9,0.7,55.6
2504,3,15.6,8.49,0.6,27.6
2279,8,14.7,11.41,0.48,0.0
2255,4,12.6,9.41,0.47,19.8
1754,7,14.8,10.34,0.57,17.4
1515,2,13.3,9.87,0.7,46.7
2002,1,1.6,6.15,0.63,65.3
2374,4,19.5,7.94,0.57,27.4
1803,8,14.3,12.48,0.81,13.4
2647,2,6.9,7.46,0.69,58.7
1649,1,4.2,6.66,0.47,64.7
1113,3,17.6,8.16,0.42,42.9
1792,3,4.0,9.76,0.79,48.6
1874,6,19.4,9.58,0.7,23.0
1742,5,15.0,6.9,0.58,30.1
2696,3,11.2,8.33,0.61,35.0
2363,3,9.7,9.98,0.78,44.1
798,4,11.9,7.72,0.54,43.7
2874,1,8.9,8.83,0.62,36.4
500,1,14.2,8.5,0.58,61.0
3305,2,12.1,7.15,0.84,46.6
1598,3,13.3,7.4,0.8,48.0
1667,1,11.2,7.02,0.88,74.4
1757,2,8.8,7.31,0.95,63.8
2069,3,11.4,9.1,0.87,43.1
1799,3,15.2,7.85,0.66,40.3
1706,6,16.1,8.68,0.6,23.0
2716,1,16.8,7.76,0.49,37.5
2195,2,13.5,6.47,0.63,49.2
1128,2,3.2,5.85,0.69,75.8
2318,1,17.0,8.91,0.67,34.3
2166,3,17.4,8.27,0.8,42.4
1418,3,5.2,8.74,0.64,49.5
2354,4,19.8,8.84,0.46,20.4
1689,3,13.3,9.19,0.64,32.8
1644,2,2.9,8.53,0.63,54.2
1625,1,12.3,6.99,0.73,50.7
500,4,11.7,10.11,0.59,40.2
1431,0,5.0,7.27,0.77,76.6
2299,2,5.5,7.96,0.78,52.2
1784,5,14.8,9.17,0.71,29.7
900,2,15.0,7.52,0.67,63.2
2475,3,16.2,8.94,0.57,24.9
1590,4,12.9,7.87,0.83,54.2
944,4,12.7,4.62,0.49,62.3
3344,4,15.7,10.6,0.75,8.9
1062,1,14.7,7.59,0.41,47.6
2415,6,12.7,10.36,0.37,6.1
1261,4,6.9,8.03,0.51,54.2
1895,4,10.2,6.54,0.6,51.6
1168,2,0.0,6.24,0.75,79.2
932,1,4.5,8.14,0.73,68.6
2165,1,13.6,6.23,0.73,60.4
2083,2,8.9,10.38,0.79,39.4
2601,2,14.3,6.19,0.98,64.9
1775,3,17.4,9.33,1.0,46.4
3354,6,17.6,10.62,0.43,0.3
1987,5,22.7,9.76,0.54,13.6
2196,4,20.0,9.24,0.43,27.8
849,4,19.1,8.19,0.79,47.5
1370,2,13.9,8.76,0.58,44.6
2163,4,19.7,7.98,0.79,41.4
1741,4,12.7,9.16,0.66,41.4
1931,2,18.4,7.51,0.79,58.0
1228,3,14.5,8.47,0.82,47.7
1885,1,6.8,6.6,0.79,64.5
1882,4,12.1,9.32,0.31,25.6
973,7,12.0,8.01,0.41,26.7
2249,3,11.1,8.04,0.87,52.3
609,3,8.5,7.3,0.72,66.9
1928,5,14.2,12.26,0.72,23.3
3035,4,18.9,10.1,0.61,20.4
2276,5,10.1,9.01,0.86,43.3
2272,1,11.1,8.15,0.98,60.5
1171,3,7.4,6.92,0.75,62.8
3038,5,14.5,11.19,0.62,6.1
2763,6,8.1,10.23,0.54,5.5
1209,2,2.3,7.95,0.68,60.7
1467,2,14.9,8.05,0.69,55.9
2678,4,8.1,9.54,0.75,28.5
3057,2,14.5,9.0,0.74,33.3
914,3,19.1,7.75,0.43,35.5
1097,3,5.5,9.71,0.78,57.8
1699,2,13.4,7.53,0.57,53.2
500,1,4.3,7.07,0.56,81.9
1813,4,19.2,8.47,0.64,38.8
2630,3,15.5,8.28,0.94,47.6
792,1,10.5,5.46,0.95,88.0
1888,2,19.5,8.87,0.87,39.3
1392,6,19.8,8.02,0.35,12.6
2947,4,13.0,8.73,0.74,38.1
1401,3,15.5,6.95,0.61,53.9
2863,3,14.0,10.81,0.58,16.5
1381,1,7.6,7.47,0.56,52.9
2339,2,13.8,9.87,0.35,26.2
1976,2,16.9,8.56,0.75,50.1
1703,3,9.4,7.93,0.65,53.4
1246,0,14.7,8.53,0.76,66.9
2026,1,10.3,8.17,0.69,59.0
1491,2,0.0,7.61,0.67,61.5
1317,4,8.3,7.06,0.63,49.9
2830,3,13.9,9.69,0.67,27.9
2183,1,12.0,7.15,1.0,62.5
2250,2,13.8,6.35,0.72,55.9
1525,1,8.1,8.64,0.76,51.8
1669,1,20.8,6.45,0.59,54.8
1625,0,13.7,6.39,0.86,77.4
2036,5,17.9,9.2,0.42,24.4
2249,1,9.0,5.24,0.77,70.3
1778,2,1.8,7.06,0.89,71.6
1245,6,24.3,11.13,0.7,18.1
2332,0,5.7,7.21,0.68,65.3
1823,2,11.8,8.29,0.6,46.2
791,2,16.2,4.57,0.9,86.3
500,3,13.0,6.87,0.64,58.4
2008,4,17.3,6.94,0.7,38.2
1219,4,6.7,5.13,0.73,69.0
2101,1,6.4,7.6,0.73,60.8
1257,2,13.4,7.67,0.63,51.0
1893,2,10.6,7.48,0.76,57.3
1535,2,11.3,5.75,0.64,59.3
3026,6,9.4,9.54,0.64,13.1
2465,4,18.5,8.34,0.66,33.1
2743,2,12.2,8.26,0.72,42.4
1816,1,12.3,7.59,0.94,57.3
2375,1,7.4,6.92,0.62,61.3
1864,2,15.1,8.87,0.72,43.4
2828,7,11.2,10.39,0.46,0.0
1749,1,11.1,8.6,0.74,57.3
821,2,7.1,4.8,0.86,87.2
500,2,4.0,6.06,0.7,74.2
2967,3,7.0,10.15,0.65,25.6
2134,2,11.7,7.2,0.46,50.4
2180,3,16.3,8.95,0.63,36.5
2842,5,7.4,10.58,0.53,22.0
643,5,29.8,10.07,0.39,21.2
1548,2,9.9,8.02,0.63,53.5
1634,1,8.8,8.27,0.75,66.6
2319,4,9.9,7.86,0.72,36.9
1315,1,5.3,4.62,0.96,89.5
959,5,10.1,8.56,0.62,47.3
952,4,20.3,8.06,1.0,57.7
2604,0,9.4,7.24,0.68,60.8
1280,3,7.0,6.73,0.59,58.3
1413,0,11.5,9.19,1.0,72.2
2244,3,15.6,6.51,0.53,38.3
1310,4,20.2,8.21,0.6,38.2
606,1,0.0,4.39,0.72,89.6
692,2,14.8,9.97,0.71,49.0
1760,6,23.0,9.27,0.45,4.8
2148,4,10.0,10.67,0.66,24.0
1658,3,25.1,10.57,0.88,37.2
2101,3,13.9,8.21,0.78,39.1
671,0,3.4,7.22,0.83,77.3
718,3,11.2,8.52,0.71,52.7
3377,6,16.6,11.33,0.31,0.0
2662,0,12.2,7.17,0.58,57.4
2338,1,0.0,7.31,0.94,66.6
1338,0,11.5,8.63,0.74,68.6
1633,4,16.2,8.4,0.74,42.9
1798,0,4.1,6.71,0.77,73.0
2720,4,18.5,8.89,0.43,14.5
2081,4,10.8,7.28,0.65,39.2
2168,4,10.6,9.24,0.65,22.3
1682,4,18.0,6.23,0.74,50.5
2354,6,12.9,11.15,0.86,18.4
2011,3,14.2,6.87,0.89,60.0
1830,2,10.5,6.98,0.75,58.9
1279,6,19.0,9.62,0.56,22.6
1720,3,11.6,7.68,0.63,48.5
1044,1,5.5,7.21,0.63,70.0
1771,4,6.5,8.97,0.88,46.3
1862,1,9.2,5.69,1.0,79.1
500,4,13.6,7.99,0.82,57.5
1638,2,15.0,6.88,0.72,50.4
976,4,16.5,9.55,0.45,29.9
2149,4,13.0,11.04,0.57,21.4
2246,2,7.8,8.18,0.93,59.3
1501,3,6.3,5.28,0.56,69.5
2184,3,9.4,8.41,0.51,40.5
2213,2,13.7,6.46,0.56,48.8
1639,5,20.1,9.21,0.45,15.1
2874,2,0.2,8.9,0.64,45.6
1292,1,6.5,5.23,0.72,88.6
2829,3,5.8,9.01,0.7,33.7
1642,2,14.7,8.74,0.72,47.4
1209,5,15.0,7.82,0.65,44.0
1553,2,9.2,3.76,0.7,72.5
1030,4,4.3,8.86,0.65,47.9
2349,0,7.8,6.49,0.73,66.6
678,0,0.5,5.83,0.68,95.3
2772,3,14.8,9.64,1.0,32.9
1144,3,10.7,8.72,0.62,43.6
2385,5,16.4,7.98,0.6,27.9
1816,0,20.2,7.46,0.75,56.0
1989,5,10.0,8.02,0.86,41.2
1386,2,9.9,8.05,0.71,53.9
2046,3,4.8,9.06,0.87,44.5
1894,1,9.6,7.78,0.71,61.3
779,2,4.5,7.47,0.54,60.0
1126,2,4.4,6.18,0.85,78.3
1421,4,12.6,7.94,0.5,28.0
1271,5,15.0,10.77,0.83,42.0
2676,1,0.0,7.46,0.66,47.6
1804,3,5.8,8.51,0.66,45.8
1254,6,7.5,9.45,0.56,32.8
1456,2,10.8,7.89,0.58,50.0
1446,4,8.9,7.6,0.93,57.7
1598,6,20.5,9.33,0.54,14.0
1047,1,10.1,7.22,0.49,62.7
1230,2,15.2,5.71,0.8,66.1
2336,4,14.6,9.19,0.39,22.1
1929,3,21.6,7.91,0.62,39.9
1693,3,9.8,8.85,0.52,42.5
1801,4,5.7,9.58,0.63,35.4
1768,0,1.7,8.83,1.0,71.2
1653,1,13.4,10.62,0.78,45.5
2161,2,10.1,8.97,0.48,49.2
2110,4,13.3,8.04,0.43,30.2
699,0,12.1,6.85,0.84,84.3
1707,1,14.7,4.93,0.86,76.2
745,1,1.5,7.34,0.63,69.7
2244,2,3.0,6.0,0.81,52.7
2337,3,10.4,9.68,0.46,33.6
1372,1,6.9,8.17,0.82,70.6
1718,1,7.0,5.6,0.9,80.1
500,4,14.7,8.24,0.78,69.3
2480,3,6.7,5.95,0.76,63.0
2296,2,12.3,6.35,0.41,38.0
2605,2,12.1,8.5,0.62,37.7
2840,5,3.6,11.11,0.55,17.1
943,2,6.4,5.53,0.64,78.3
2421,4,4.0,10.59,0.46,21.4
2835,2,6.1,8.78,1.0,49.4
753,3,14.0,7.75,0.51,45.7
1680,2,5.3,5.41,0.51,66.5
1545,3,12.4,6.48,0.56,53.2
2398,2,9.1,8.18,0.88,46.9
500,2,4.3,5.61,0.66,87.6
3071,3,11.1,7.66,0.88,45.4
1721,3,8.8,7.38,0.58,56.7
2441,6,15.8,7.87,0.57,18.8
1757,1,2.4,6.42,0.79,72.0
2144,0,7.5,5.7,0.6,58.9
500,6,16.4,9.94,0.41,20.8
1530,0,18.4,7.5,0.93,66.8
2393,5,9.1,8.16,0.34,29.7
2002,6,13.7,10.94,0.46,4.8
654,2,22.5,8.66,0.8,58.1
1842,7,17.9,9.72,0.67,7.0
1226,4,6.0,5.79,0.66,54.9
1166,4,1.7,7.49,0.59,66.0
735,4,14.4,8.92,0.98,59.8
2233,3,8.8,9.26,0.74,35.5
2579,3,8.2,7.77,0.89,42.9
3284,1,11.8,8.23,0.78,39.7
768,6,11.4,9.98,0.51,31.4
2337,5,14.2,8.98,0.82,37.3
2383,2,15.4,7.3,0.5,37.4
1393,2,11.5,8.34,0.61,54.2
1157,2,17.0,8.21,0.76,56.5
1039,1,4.4,6.3,0.84,73.6
1430,1,7.0,7.79,0.55,62.9
1941,2,12.7,6.73,0.56,53.7
2752,1,6.1,7.49,0.63,65.2
2573,1,11.3,6.78,0.72,55.2
669,2,12.4,8.02,0.47,46.8
1247,2,17.2,7.73,0.57,51.9
2709,5,20.0,7.77,0.38,12.8
1288,5,18.9,10.82,0.46,12.9
1760,3,7.5,8.82,0.66,41.6
606,2,17.4,8.15,0.64,55.2
2607,2,7.8,8.41,0.97,59.6
500,3,13.6,9.27,0.68,52.2
650,4,26.1,9.16,0.68,33.1
2535,5,19.0,8.11,0.67,27.2
3144,5,15.0,9.94,0.53,7.2
1596,1,0.0,6.37,0.89,81.7
1767,2,19.7,7.52,0.63,50.2
2435,0,14.7,9.0,1.0,66.0
2002,3,9.0,10.52,0.58,29.0
1538,5,15.0,9.79,0.7,32.1
1460,1,6.5,6.19,0.74,70.4
703,1,9.9,8.63,0.58,61.6
1963,4,15.8,6.55,0.37,34.0
1735,4,17.7,8.57,0.66,37.7
1493,2,8.6,7.85,0.93,63.8
1098,2,16.4,5.98,0.82,68.4
1169,3,5.2,6.55,0.84,67.7
2232,0,6.8,6.28,0.73,59.6
2417,6,13.3,10.72,0.57,15.7
1571,3,6.0,7.9,0.75,54.4
1497,6,17.6,9.5,0.68,31.5
1202,3,8.2,7.16,0.53,43.3
2455,2,8.8,8.51,0.49,32.1
1821,3,8.5,9.37,0.53,29.2
2057,5,13.4,8.96,0.35,14.8
2050,4,10.0,9.62,0.62,38.1
1584,1,3.4,7.97,0.75,63.9
984,1,16.0,6.74,0.67,66.0
1102,3,18.4,8.47,0.85,52.0
2589,2,13.5,9.17,0.66,35.8
1292,1,19.0,6.75,0.48,57.2
1512,5,20.1,9.76,0.57,25.9
1005,0,12.2,7.24,0.53,64.1
948,3,7.2,6.23,0.59,66.0
1261,4,6.8,7.29,0.68,52.7
2981,4,13.3,8.45,0.69,32.0
2260,2,11.1,6.89,0.63,46.2
1431,4,3.5,9.56,0.6,41.8
2558,2,6.7,8.17,0.58,43.5
1693,2,13.5,8.49,0.67,40.3
2748,4,5.9,12.92,0.71,11.5
3348,4,16.7,8.06,0.7,28.1
2519,3,9.7,9.18,0.57,26.9
1866,2,10.5,5.67,0.68,59.5
2289,2,7.1,6.79,0.83,66.7
1810,2,13.5,8.72,0.81,46.2
514,1,13.7,5.96,0.69,78.6
1341,2,10.0,8.83,0.68,44.3
1133,4,15.7,7.41,0.68,43.6
1326,1,7.4,8.06,0.76,59.4
3055,7,26.9,13.06,0.65,0.0
2585,4,9.8,8.87,0.79,35.5
2108,1,10.0,8.16,0.75,48.8
2368,3,16.2,9.79,0.89,36.6
500,1,13.6,8.82,0.76,64.0
2309,1,0.8,6.58,0.55,58.0
2457,1,8.5,8.02,0.77,52.4
500,3,12.6,11.56,0.71,38.4
2335,3,6.8,8.57,0.67,57.0
803,3,8.6,8.51,0.75,62.7
500,2,17.5,8.44,0.55,48.9
